Id,pclass,survived,name
407,2,0,"Faunthorpe, Mr. Harry"
408,2,1,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)"
409,2,0,"Fillbrook, Mr. Joseph Charles"
410,2,0,"Fox, Mr. Stanley Hubert"
411,2,0,"Frost, Mr. Anthony Wood ""Archie"""
412,2,0,"Funk, Miss. Annie Clemmer"
413,2,0,"Fynney, Mr. Joseph J"
414,2,0,"Gale, Mr. Harry"
415,2,0,"Gale, Mr. Shadrach"
416,2,1,"Garside, Miss. Ethel"
417,2,0,"Gaskell, Mr. Alfred"
418,2,0,"Gavey, Mr. Lawrence"
419,2,0,"Gilbert, Mr. William"
420,2,0,"Giles, Mr. Edgar"
421,2,0,"Giles, Mr. Frederick Edward"
422,2,0,"Giles, Mr. Ralph"
423,2,0,"Gill, Mr. John William"
424,2,0,"Gillespie, Mr. William Henry"
425,2,0,"Givard, Mr. Hans Kristensen"
426,2,0,"Greenberg, Mr. Samuel"
427,2,0,"Hale, Mr. Reginald"
428,2,1,"Hamalainen, Master. Viljo"
429,2,1,"Hamalainen, Mrs. William (Anna)"
430,2,0,"Harbeck, Mr. William H"
431,2,1,"Harper, Miss. Annie Jessie ""Nina"""
432,2,0,"Harper, Rev. John"
433,2,1,"Harris, Mr. George"
434,2,0,"Harris, Mr. Walter"
435,2,1,"Hart, Miss. Eva Miriam"
436,2,0,"Hart, Mr. Benjamin"
437,2,1,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)"
438,2,1,"Herman, Miss. Alice"
439,2,1,"Herman, Miss. Kate"
440,2,0,"Herman, Mr. Samuel"
441,2,1,"Herman, Mrs. Samuel (Jane Laver)"
442,2,1,"Hewlett, Mrs. (Mary D Kingcome) "
443,2,0,"Hickman, Mr. Leonard Mark"
444,2,0,"Hickman, Mr. Lewis"
445,2,0,"Hickman, Mr. Stanley George"
446,2,0,"Hiltunen, Miss. Marta"
447,2,1,"Hocking, Miss. Ellen ""Nellie"""
448,2,0,"Hocking, Mr. Richard George"
449,2,0,"Hocking, Mr. Samuel James Metcalfe"
450,2,1,"Hocking, Mrs. Elizabeth (Eliza Needs)"
451,2,0,"Hodges, Mr. Henry Price"
452,2,0,"Hold, Mr. Stephen"
453,2,1,"Hold, Mrs. Stephen (Annie Margaret Hill)"
454,2,0,"Hood, Mr. Ambrose Jr"
455,2,1,"Hosono, Mr. Masabumi"
456,2,0,"Howard, Mr. Benjamin"
457,2,0,"Howard, Mrs. Benjamin (Ellen Truelove Arman)"
458,2,0,"Hunt, Mr. George Henry"
459,2,1,"Ilett, Miss. Bertha"
460,2,0,"Jacobsohn, Mr. Sidney Samuel"
461,2,1,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)"
462,2,0,"Jarvis, Mr. John Denzil"
463,2,0,"Jefferys, Mr. Clifford Thomas"
464,2,0,"Jefferys, Mr. Ernest Wilfred"
465,2,0,"Jenkin, Mr. Stephen Curnow"
466,2,1,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)"
467,2,0,"Kantor, Mr. Sinai"
468,2,1,"Kantor, Mrs. Sinai (Miriam Sternin)"
469,2,0,"Karnes, Mrs. J Frank (Claire Bennett)"
470,2,1,"Keane, Miss. Nora A"
471,2,0,"Keane, Mr. Daniel"
472,2,1,"Kelly, Mrs. Florence ""Fannie"""
473,2,0,"Kirkland, Rev. Charles Leonard"
474,2,0,"Knight, Mr. Robert J"
475,2,0,"Kvillner, Mr. Johan Henrik Johannesson"
476,2,0,"Lahtinen, Mrs. William (Anna Sylfven)"
477,2,0,"Lahtinen, Rev. William"
478,2,0,"Lamb, Mr. John Joseph"
479,2,1,"Laroche, Miss. Louise"
480,2,1,"Laroche, Miss. Simonne Marie Anne Andree"
481,2,0,"Laroche, Mr. Joseph Philippe Lemercier"
482,2,1,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)"
483,2,1,"Lehmann, Miss. Bertha"
484,2,1,"Leitch, Miss. Jessie Wills"
485,2,1,"Lemore, Mrs. (Amelia Milley)"
486,2,0,"Levy, Mr. Rene Jacques"
487,2,0,"Leyson, Mr. Robert William Norman"
488,2,0,"Lingane, Mr. John"
489,2,0,"Louch, Mr. Charles Alexander"
490,2,1,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)"
491,2,0,"Mack, Mrs. (Mary)"
492,2,0,"Malachard, Mr. Noel"
493,2,1,"Mallet, Master. Andre"
494,2,0,"Mallet, Mr. Albert"
495,2,1,"Mallet, Mrs. Albert (Antoinette Magnin)"
496,2,0,"Mangiavacchi, Mr. Serafino Emilio"
497,2,0,"Matthews, Mr. William John"
498,2,0,"Maybery, Mr. Frank Hubert"
499,2,0,"McCrae, Mr. Arthur Gordon"
500,2,0,"McCrie, Mr. James Matthew"
501,2,0,"McKane, Mr. Peter David"
502,2,1,"Mellinger, Miss. Madeleine Violet"
503,2,1,"Mellinger, Mrs. (Elizabeth Anne Maidment)"
504,2,1,"Mellors, Mr. William John"
505,2,0,"Meyer, Mr. August"
506,2,0,"Milling, Mr. Jacob Christian"
507,2,0,"Mitchell, Mr. Henry Michael"
508,2,0,"Montvila, Rev. Juozas"
509,2,0,"Moraweck, Dr. Ernest"
510,2,0,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")"
511,2,0,"Mudd, Mr. Thomas Charles"
512,2,0,"Myles, Mr. Thomas Francis"
513,2,0,"Nasser, Mr. Nicholas"
514,2,1,"Nasser, Mrs. Nicholas (Adele Achem)"
515,2,1,"Navratil, Master. Edmond Roger"
516,2,1,"Navratil, Master. Michel M"
517,2,0,"Navratil, Mr. Michel (""Louis M Hoffman"")"
518,2,0,"Nesson, Mr. Israel"
519,2,0,"Nicholls, Mr. Joseph Charles"
520,2,0,"Norman, Mr. Robert Douglas"
